"PO number prefix","PO number","PO number suffix","Vendor","Organization type","Order type","Acquisitions units","Approval date","Assigned to","Bill to","Ship to","Manual","Re-encumber","Created by","Created on","Note","Workflow status","Approved","Renewal interval","Subscription","Manual renewal","Ongoing notes","Review period","Renewal date","Review date","PO tags","POLine number","Title","Instance UUID","Subscription from","Subscription to","Subscription interval","Receiving note","Publisher","Edition","Linked package","Contributor, Contributor type","Product ID, Qualifier, Product ID type","Internal note","Acquisition method","Order format","Created on (PO Line)","Receipt date","Receipt status","Payment status","Source","Donor","Selector","Requester","Cancellation restriction","Cancellation description","Rush","Collection","Line description","Vendor reference number, reference type","Instructions to vendor","Account number","Physical unit price","Quantity physical","Electronic unit price","Quantity electronic","Discount","Estimated price","Currency","Fund code, Expense class, Value, Amount","Location, Quantity P, Quantity E","Material supplier","Receipt due","Expected receipt date","Volumes","Create inventory","Material type","Access provider","Activation status","Activation due","Create inventory E","Material type E","Trial","Expected activation","User limit","URL","POLine tags","Renewal note"
,"10754",,"autotest_code_935.6788633420267841","","One-Time","","11/16/2023, 11:07 AM",,,,false,true,"folio-aqa","11/16/2023, 11:06 AM","","Open",true,,,,,,,,,"10754-1","1-bit symphony [realia] / Tristan Perich.","b379b33b-3bbc-407e-862d-93aa2a3a8378",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""431.28825463671757841""""""""10""""10""","""autotest_location_code_191.70261368250505809""""1""""0""","autotest_code_935.6788633420267841",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10739",,"autotest_code_786.3874025899369374","","Ongoing","","11/16/2023, 10:30 AM",,,,false,true,"folio-aqa","11/16/2023, 10:29 AM","","Open",false,,false,false,,,,,,"10739-1","1-bit symphony [realia] / Tristan Perich.","f6ab56e0-d1a3-462d-b6f9-01881da93762",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""183.11236984321158374""""""""100""""100""","""autotest_location_code_275.8867394227584516""""1""""0""","autotest_code_786.3874025899369374",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10735",,"Invalid reference",,"One-Time","","11/16/2023, 10:12 AM",,,,false,false,"folio-aqa","11/16/2023, 10:11 AM","","Open",false,,,,,,,,,"10735-1","autotest_title_828.5420067305106657","e8731b59-3918-4b12-98ad-ada2674781f3",,,,,,,,"","",,"Depository","Physical Resource","11/16/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""623.9628986827025646""""""""100%""""50""","""E""""5""""0""","Invalid reference",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10734",,"Invalid reference",,"One-Time","","11/16/2023, 9:28 AM",,,,false,false,"folio-aqa","11/16/2023, 9:27 AM","","Open",false,,,,,,,,,"10734-1","autotest_title_329.20454475814955914","e95a7d0f-b4db-4a2e-95e9-e4beecd385d5",,,,,,,,"","",,"Depository","Physical Resource","11/16/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""645.9720007884885900""""""""100%""""50""","""E""""5""""0""","Invalid reference",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10733",,"Invalid reference",,"Ongoing","","11/16/2023, 9:19 AM",,,,false,true,"folio-aqa","11/16/2023, 9:19 AM","","Open",false,,false,false,,,,,,"10733-1","1-bit symphony [realia] / Tristan Perich.","e1aa91d1-f91f-481d-8c8c-17e4ad8be8b1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",20,1,,,"""""""percentage""",20,"USD","""171.4838034876429343""""""""20""""20""","""autotest_location_code_777.4291206180217249""""1""""0""","Invalid reference",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10732",,"autotest_code_909.8327998721502590","","Ongoing","","11/16/2023, 9:15 AM",,,,false,true,"folio-aqa","11/16/2023, 9:15 AM","","Open",false,,false,false,,,,,,"10732-1","1-bit symphony [realia] / Tristan Perich.","2edf065d-27a5-4da5-937b-bd7b814a9477",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",20,1,,,"""""""percentage""",20,"USD","""913.3470576565064588""""""""20""""20""","""autotest_location_code_467.24061011594534908""""1""""0""","autotest_code_909.8327998721502590",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10731",,"autotest_code_401.1906647067264731","","Ongoing","","11/16/2023, 9:10 AM",,,,false,true,"folio-aqa","11/16/2023, 9:09 AM","","Open",false,,false,false,,,,,,"10731-1","1-bit symphony [realia] / Tristan Perich.","8f245aa2-4bec-4baf-aab5-6b5844ec966f",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",20,1,,,"""""""percentage""",20,"USD","""568.123869871725729""""""""20""""20""","""autotest_location_code_748.4430877048924634""""1""""0""","autotest_code_401.1906647067264731",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10730",,"Invalid reference",,"Ongoing","","11/16/2023, 8:47 AM",,,,false,true,"folio-aqa","11/16/2023, 8:46 AM","","Open",false,,false,false,,,,,,"10730-1","1-bit symphony [realia] / Tristan Perich.","93a8c243-0343-449c-90b4-f765578c6f60",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",20,1,,,"""""""percentage""",20,"USD","""634.7252287247406544""""""""20""""20""","""autotest_location_code_570.7005397323294366""""1""""0""","Invalid reference",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10729",,"Invalid reference",,"Ongoing","","11/16/2023, 8:35 AM",,,,false,true,"folio-aqa","11/16/2023, 8:33 AM","","Open",false,,false,false,,,,,,"10729-1","1-bit symphony [realia] / Tristan Perich.","d65f47f6-033e-4859-b0be-4df2d489d972",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/16/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",20,1,,,"""""""percentage""",20,"USD","""523.4639009823993305""""""""20""""20""","""autotest_location_code_501.3745836276238648""""1""""0""","Invalid reference",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10666",,"autotest_code_346.8623579898417766","","One-Time","","11/14/2023, 3:00 PM",,,,false,true,"folio-aqa","11/14/2023, 2:59 PM","","Open",true,,,,,,,,,"10666-1","1-bit symphony [realia] / Tristan Perich.","32da50dc-cebb-4878-8234-5a11757602d1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""901.0959898361106766""""""""30""""30"" | ""869.3223046428262878""""""""40%""""20""","""autotest_location_code_713.5726827940435297""""5""""0""","autotest_code_346.8623579898417766",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10665",,"autotest_code_346.8623579898417766","","One-Time","","11/14/2023, 2:59 PM",,,,false,true,"folio-aqa","11/14/2023, 2:59 PM","","Open",true,,,,,,,,,"10665-1","1-bit symphony [realia] / Tristan Perich.","848417b2-f5fe-46ba-94af-b2c7e1636df1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",15,1,,,"""""""percentage""",15,"USD","""869.3223046428262878""""""""15""""15""","""autotest_location_code_713.5726827940435297""""1""""0""","autotest_code_346.8623579898417766",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10664",,"autotest_code_131.54255833570028291","","One-Time","","11/14/2023, 2:59 PM",,,,false,true,"folio-aqa","11/14/2023, 2:58 PM","","Open",true,,,,,,,,,"10664-1","1-bit symphony [realia] / Tristan Perich.","0c7a8f18-3cb1-4c1d-8da6-33e34323abc8",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,5,,,"""""""percentage""",50,"USD","""675.4812074945793291""""""""30""""30"" | ""171.67398630220242395""""""""40%""""20""","""autotest_location_code_768.0261332251142790""""5""""0""","autotest_code_131.54255833570028291",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10663",,"autotest_code_815.6237790599956568","","Ongoing","","11/14/2023, 2:59 PM",,,,false,true,"folio-aqa","11/14/2023, 2:58 PM","","Open",false,,false,false,,,,,,"10663-1","1-bit symphony [realia] / Tristan Perich.","4e59d695-3d13-494e-a499-ce2ae1af1c8e",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","","""autotest_location_code_372.18228422314036475""""1""""0""","autotest_code_815.6237790599956568",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10662",,"autotest_code_346.8623579898417766","","One-Time","","11/14/2023, 2:58 PM",,,,false,true,"folio-aqa","11/14/2023, 2:58 PM","","Open",true,,,,,,,,,"10662-1","1-bit symphony [realia] / Tristan Perich.","4e59d695-3d13-494e-a499-ce2ae1af1c8e",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""901.0959898361106766""""""""10""""10""","""autotest_location_code_713.5726827940435297""""1""""0""","autotest_code_346.8623579898417766",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10661",,"autotest_code_131.54255833570028291","","One-Time","","11/14/2023, 2:58 PM",,,,false,true,"folio-aqa","11/14/2023, 2:58 PM","","Open",true,,,,,,,,,"10661-1","1-bit symphony [realia] / Tristan Perich.","77eb4e4e-d96a-4619-b66e-c8fd6e1eed06",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",15,1,,,"""""""percentage""",15,"USD","""171.67398630220242395""""""""15""""15""","""autotest_location_code_768.0261332251142790""""1""""0""","autotest_code_131.54255833570028291",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10660",,"autotest_code_273.4582884203239763","","Ongoing","","11/14/2023, 2:58 PM",,,,false,true,"folio-aqa","11/14/2023, 2:58 PM","","Open",true,,false,false,,,,,,"10660-1","1-bit symphony [realia] / Tristan Perich.","9b4eadc2-a062-408c-99f1-65dc36276bc0",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""875.4247887652739763""""""""10""""10""","""autotest_location_code_454.2124460334609442""""1""""0""","autotest_code_273.4582884203239763",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10659",,"autotest_code_131.54255833570028291","","One-Time","","11/14/2023, 2:57 PM",,,,false,true,"folio-aqa","11/14/2023, 2:57 PM","","Open",true,,,,,,,,,"10659-1","1-bit symphony [realia] / Tristan Perich.","8ff2d85c-0e68-4788-9721-971d40bd00b8",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""675.4812074945793291""""""""10""""10""","""autotest_location_code_768.0261332251142790""""1""""0""","autotest_code_131.54255833570028291",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10658",,"autotest_code_424.86101732223256857","","One-Time","","11/14/2023, 2:57 PM",,,,false,true,"folio-aqa","11/14/2023, 2:56 PM","","Open",true,,,,,,,,,"10658-1","1-bit symphony [realia] / Tristan Perich.","a08c9e8a-fce8-475c-9fa6-c949137f95a6",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""594.3577888556026857""""""""10""""10""","""autotest_location_code_598.6316451752998435""""1""""0""","autotest_code_424.86101732223256857",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10657",,"autotest_code_273.4582884203239763","","One-Time","","11/14/2023, 2:57 PM",,,,false,true,"folio-aqa","11/14/2023, 2:56 PM","","Open",true,,,,,,,,,"10657-1","1-bit symphony [realia] / Tristan Perich.","a08c9e8a-fce8-475c-9fa6-c949137f95a6",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""875.4247887652739763""""""""40""""40""","""autotest_location_code_454.2124460334609442""""1""""0""","autotest_code_273.4582884203239763",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10656",,"autotest_code_359.37172833504803458","","One-Time","","11/14/2023, 2:54 PM",,,,false,true,"folio-aqa","11/14/2023, 2:53 PM","","Open",false,,,,,,,,,"10656-1","1-bit symphony [realia] / Tristan Perich.","2e66d79e-68b0-4c71-addc-cb1dbe10f4d0",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""240.0142922217252458""""""""10""""10""","""autotest_location_code_599.5499554836754645""""1""""0""","autotest_code_359.37172833504803458",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10655",,"autotest_code_602.3440289528131129","","One-Time","","11/14/2023, 2:54 PM",,,,false,true,"folio-aqa","11/14/2023, 2:53 PM","","Open",false,,,,,,,,,"10655-1","1-bit symphony [realia] / Tristan Perich.","2e66d79e-68b0-4c71-addc-cb1dbe10f4d0",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""951.2483736234714129""""""""10""""10""","""autotest_location_code_305.1870606346838874""""1""""0""","autotest_code_602.3440289528131129",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10654",,"autotest_code_279.1250729147273472","","Ongoing","","11/14/2023, 2:53 PM",,,,false,true,"folio-aqa","11/14/2023, 2:53 PM","","Open",true,,false,false,,,,,,"10654-1","1-bit symphony [realia] / Tristan Perich.","02a79970-6edc-4ecf-af30-98b68eae7896",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""692.4679321494569472""""""""10""""10""","""autotest_location_code_962.46994532002710""""1""""0""","autotest_code_279.1250729147273472",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10653",,"autotest_code_359.37172833504803458","","Ongoing","","11/14/2023, 2:53 PM",,,,false,true,"folio-aqa","11/14/2023, 2:52 PM","","Open",false,,false,false,,,,,,"10653-1","1-bit symphony [realia] / Tristan Perich.","ba704808-a94f-42c5-bb72-8ce794e15f4a",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""240.0142922217252458""""""""40""""40""","""autotest_location_code_599.5499554836754645""""1""""0""","autotest_code_359.37172833504803458",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10652",,"autotest_code_602.3440289528131129","","Ongoing","","11/14/2023, 2:53 PM",,,,false,true,"folio-aqa","11/14/2023, 2:52 PM","","Open",false,,false,false,,,,,,"10652-1","1-bit symphony [realia] / Tristan Perich.","ba704808-a94f-42c5-bb72-8ce794e15f4a",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""951.2483736234714129""""""""40""""40""","""autotest_location_code_305.1870606346838874""""1""""0""","autotest_code_602.3440289528131129",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10651",,"autotest_code_521.8105781890596832","","One-Time","","11/14/2023, 2:53 PM",,,,false,true,"folio-aqa","11/14/2023, 2:52 PM","","Open",false,,,,,,,,,"10651-1","1-bit symphony [realia] / Tristan Perich.","bb791c0e-8719-4388-8293-23109ec75d99",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""286.8481619717767831""""""""10""""10""","""autotest_location_code_231.6011423656483154""""1""""0""","autotest_code_521.8105781890596832",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10650",,"autotest_code_237.68770773222917745","","One-Time","","11/14/2023, 2:53 PM",,,,false,true,"folio-aqa","11/14/2023, 2:52 PM","","Open",false,,,,,,,,,"10650-1","1-bit symphony [realia] / Tristan Perich.","bb791c0e-8719-4388-8293-23109ec75d99",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""496.5246754038383745""""""""10""""10""","""autotest_location_code_822.7552998296774387""""1""""0""","autotest_code_237.68770773222917745",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10649",,"autotest_code_279.1250729147273472","","One-Time","","11/14/2023, 2:52 PM",,,,false,true,"folio-aqa","11/14/2023, 2:51 PM","","Open",true,,,,,,,,,"10649-1","1-bit symphony [realia] / Tristan Perich.","65e5893f-ae53-4774-83c9-f2ac01c5d2ea",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""692.4679321494569472""""""""40""""40""","""autotest_location_code_962.46994532002710""""1""""0""","autotest_code_279.1250729147273472",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10648",,"autotest_code_521.8105781890596832","","Ongoing","","11/14/2023, 2:52 PM",,,,false,true,"folio-aqa","11/14/2023, 2:51 PM","","Open",false,,false,false,,,,,,"10648-1","1-bit symphony [realia] / Tristan Perich.","32da50dc-cebb-4878-8234-5a11757602d1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""286.8481619717767831""""""""40""""40""","""autotest_location_code_231.6011423656483154""""1""""0""","autotest_code_521.8105781890596832",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10647",,"autotest_code_237.68770773222917745","","Ongoing","","11/14/2023, 2:52 PM",,,,false,true,"folio-aqa","11/14/2023, 2:51 PM","","Open",false,,false,false,,,,,,"10647-1","1-bit symphony [realia] / Tristan Perich.","47ea4d78-bf55-4a8f-827a-a9c5100dda5f",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""496.5246754038383745""""""""40""""40""","""autotest_location_code_822.7552998296774387""""1""""0""","autotest_code_237.68770773222917745",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10633",,"autotest_code_990.0017690640602348","","One-Time","","11/14/2023, 2:24 PM",,,,false,false,"folio-aqa","11/14/2023, 2:23 PM","","Open",true,,,,,,,,,"10633-1","1-bit symphony [realia] / Tristan Perich.","3645f831-f16f-42b2-b1cd-2219306f6da2",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Purchase","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","644.3269551265993478",10,3,,,"""""""percentage""",30,"USD","","""autotest_location_code_301.92347160961026141""""3""""0""","autotest_code_990.0017690640602348",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10624",,"autotest_code_579.7889043328541313","","Ongoing","","11/14/2023, 1:20 PM",,,,false,true,"Invalid reference","11/14/2023, 1:19 PM","","Open",false,,false,false,,,,,,"10624-1","1-bit symphony [realia] / Tristan Perich.","4dc78cf8-0aca-4c01-881e-aa9b51e33c98",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",110,1,,,"""""""percentage""",110,"USD","""795.965184425952313""""""""110""""110""","""autotest_location_code_272.95093583489813185""""1""""0""","autotest_code_579.7889043328541313",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10623",,"autotest_code_809.0499603531629315","","Ongoing","","11/14/2023, 1:16 PM",,,,false,true,"folio-aqa","11/14/2023, 1:16 PM","","Open",true,,false,false,,,,,,"10623-1","1-bit symphony [realia] / Tristan Perich.","b24564d5-7fc1-42f8-b08e-efafb1215d99",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",150,1,,,"""""""percentage""",150,"USD","""162.84808453450165315""""""""150""""150""","""autotest_location_code_112.90626086867208609""""1""""0""","autotest_code_809.0499603531629315",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10622",,"autotest_code_715.2285599438927135","","One-Time","","11/14/2023, 1:16 PM",,,,false,true,"folio-aqa","11/14/2023, 1:15 PM","","Open",false,,,,,,,,,"10622-1","1-bit symphony [realia] / Tristan Perich.","0c7a8f18-3cb1-4c1d-8da6-33e34323abc8",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",200,1,,,"""""""percentage""",200,"USD","""289.4353740596063251""""""""200""""200""","""autotest_location_code_778.5430967599107935""""1""""0""","autotest_code_715.2285599438927135",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10621",,"autotest_code_715.2285599438927135","","Ongoing","","11/14/2023, 1:15 PM",,,,false,true,"folio-aqa","11/14/2023, 1:14 PM","","Open",false,,false,false,,,,,,"10621-1","1-bit symphony [realia] / Tristan Perich.","4dc78cf8-0aca-4c01-881e-aa9b51e33c98",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""332.5837428444337135""""""""100""""100""","""autotest_location_code_778.5430967599107935""""1""""0""","autotest_code_715.2285599438927135",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10620",,"autotest_code_896.096741339989402","","One-Time","","11/14/2023, 1:15 PM",,,,false,true,"folio-aqa","11/14/2023, 1:14 PM","","Open",false,,,,,,,,,"10620-1","1-bit symphony [realia] / Tristan Perich.","202f0b89-9ba8-47b5-a132-bee4943d7d76",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""961.5140725980365402""""""""10""""10""","""autotest_location_code_790.147486950282831""""1""""0""","autotest_code_896.096741339989402",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10619",,"autotest_code_279.07944068354914512","","Ongoing","","11/14/2023, 1:15 PM",,,,false,true,"folio-aqa","11/14/2023, 1:14 PM","","Open",true,,false,false,,,,,,"10619-1","1-bit symphony [realia] / Tristan Perich.","6c2ecd25-7a6e-424f-b2d5-08e9a9abe4c6",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""793.1729208572766512""""""""10""""10""","""autotest_location_code_758.6573739233571497""""1""""0""","autotest_code_279.07944068354914512",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10618",,"autotest_code_953.0714205716536343","","One-Time","","11/14/2023, 1:14 PM",,,,false,true,"folio-aqa","11/14/2023, 1:14 PM","","Open",false,,,,,,,,,"10618-1","1-bit symphony [realia] / Tristan Perich.","202f0b89-9ba8-47b5-a132-bee4943d7d76",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""754.3969422271598343""""""""10""""10""","""autotest_location_code_833.1279474625411545""""1""""0""","autotest_code_953.0714205716536343",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10617",,"autotest_code_896.096741339989402","","Ongoing","","11/14/2023, 1:14 PM",,,,false,true,"folio-aqa","11/14/2023, 1:13 PM","","Open",false,,false,false,,,,,,"10617-1","1-bit symphony [realia] / Tristan Perich.","2e66d79e-68b0-4c71-addc-cb1dbe10f4d0",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""961.5140725980365402""""""""40""""40""","""autotest_location_code_790.147486950282831""""1""""0""","autotest_code_896.096741339989402",,,"","Instance, Holding, Item","book",,,,,,,,,,,
